bill_id,bill_type,subjects_top_term,enacted_as
hr3515-115,hr,Taxation,0
hr6067-115,hr,Crime and law enforcement,0
hr363-115,hr,Taxation,0
hr4730-115,hr,Environmental protection,0
hr1242-115,hr,"Civil rights and liberties, minority issues",1
hr3171-115,hr,Health,0
hr6403-115,hr,Finance and financial sector,0
hr5286-115,hr,Crime and law enforcement,0
hr707-115,hr,Health,0
hr4354-115,hr,"Science, technology, communications",0
hr1626-115,hr,Taxation,0
hr4166-115,hr,Taxation,0
hr535-115,hr,International affairs,1
hr1414-115,hr,Finance and financial sector,0
hr5888-115,hr,Social welfare,0
hr3343-115,hr,Government operations and politics,0
hr2291-115,hr,Health,0
hr6631-115,hr,Environmental protection,0
hr3185-115,hr,Armed forces and national security,0
hr2057-115,hr,Taxation,0
hr5272-115,hr,Health,0
hr5040-115,hr,Foreign trade and international finance,0
hr4192-115,hr,Crime and law enforcement,0
hr2265-115,hr,Taxation,0
hr5424-115,hr,Armed forces and national security,0
hr999-115,hr,Taxation,0
hr1084-115,hr,Economics and public finance,0
hr2601-115,hr,Armed forces and national security,0
hr7373-115,hr,Taxation,0
hr2433-115,hr,Crime and law enforcement,0
hr6093-115,hr,Government operations and politics,0
hr7141-115,hr,Labor and employment,0
hr397-115,hr,Congress,0
hr5616-115,hr,Health,0
hr5447-115,hr,Commerce,0
hr4595-115,hr,Social welfare,0
hr2662-115,hr,Native Americans,0
hr7310-115,hr,Crime and law enforcement,0
hr3582-115,hr,Environmental protection,0
hr2450-115,hr,Taxation,0
hr7122-115,hr,Health,0
hr5675-115,hr,Health,0
hr2034-115,hr,Government operations and politics,0
hr2808-115,hr,Taxation,0
hr6494-115,hr,International affairs,0
hr790-115,hr,Finance and financial sector,0
hr5211-115,hr,Economics and public finance,0
hr5023-115,hr,Public lands and natural resources,0
hr1483-115,hr,Public lands and natural resources,0
hr2206-115,hr,Labor and employment,0
hr3112-115,hr,Social welfare,0
hr6460-115,hr,Taxation,0
hr764-115,hr,Taxation,0
hr4337-115,hr,Foreign trade and international finance,0
hr1645-115,hr,Finance and financial sector,0
hr4105-115,hr,Health,0
hr556-115,hr,Transportation and public works,0
hr4939-115,hr,Transportation and public works,0
hr1477-115,hr,Immigration,0
hr3320-115,hr,International affairs,0
hr6652-115,hr,Water resources development,0
hr4561-115,hr,Transportation and public works,0
hr132-115,hr,Public lands and natural resources,0
hr1013-115,hr,Taxation,0
hr3744-115,hr,Native Americans,0
hr2696-115,hr,Environmental protection,0
hr6236-115,hr,Immigration,0
hr3576-115,hr,Crime and law enforcement,0
hr6838-115,hr,Government operations and politics,0
hr6004-115,hr,Health,0
hr5681-115,hr,Armed forces and national security,0
hr300-115,hr,Immigration,0
hr4753-115,hr,Finance and financial sector,0
hr1221-115,hr,International affairs,0
hr2239-115,hr,Health,0
hr6699-115,hr,Agriculture and food,0
hr5820-115,hr,Immigration,0
hr2837-115,hr,Armed forces and national security,0
hr4798-115,hr,"Science, technology, communications",0
hr5478-115,hr,Agriculture and food,0
hr3549-115,hr,Taxation,0
hr6807-115,hr,Energy,0
hr6209-115,hr,Housing and community development,0
hr1810-115,hr,Taxation,0
hr931-115,hr,Health,1
hr569-115,hr,Armed forces and national security,0
hr4906-115,hr,Government operations and politics,0
hr1448-115,hr,Armed forces and national security,0
hr4308-115,hr,"Science, technology, communications",0
hr3911-115,hr,Finance and financial sector,0
hr3571-115,hr,Law,0
hr6003-115,hr,"Science, technology, communications",0
hr5686-115,hr,Health,0
hr4754-115,hr,Commerce,0
hr307-115,hr,Congress,0
hr1226-115,hr,International affairs,0
hr1828-115,hr,Health,0
hr135-115,hr,"Science, technology, communications",0
hr4566-115,hr,Finance and financial sector,0
hr1014-115,hr,Immigration,0
hr909-115,hr,Crime and law enforcement,0
hr3743-115,hr,Transportation and public works,0
hr2691-115,hr,Water resources development,0
hr6231-115,hr,Government operations and politics,0
hr551-115,hr,Health,0
hr4102-115,hr,Transportation and public works,0
hr1470-115,hr,Immigration,0
hr3327-115,hr,Armed forces and national security,0
hr6655-115,hr,Government operations and politics,0
hr3115-115,hr,Public lands and natural resources,0
hr6467-115,hr,Labor and employment,0
hr3929-115,hr,Energy,0
hr4330-115,hr,Crime and law enforcement,0
hr763-115,hr,Public lands and natural resources,0
hr1642-115,hr,Economics and public finance,0
hr5024-115,hr,Health,0
hr5818-115,hr,Health,0
hr1484-115,hr,Social welfare,0
hr2201-115,hr,Finance and financial sector,0
hr2033-115,hr,Crime and law enforcement,0
hr6493-115,hr,Transportation and public works,0
hr797-115,hr,Health,0
hr5216-115,hr,International affairs,0
hr3585-115,hr,Crime and law enforcement,0
hr2457-115,hr,Energy,0
hr7125-115,hr,Public lands and natural resources,0
hr5672-115,hr,Taxation,0
hr5440-115,hr,Taxation,0
hr4592-115,hr,Social welfare,0
hr2665-115,hr,Congress,0
hr7317-115,hr,,0
hr6458-115,hr,Health,0
hr3916-115,hr,Environmental protection,0
hr3318-115,hr,Transportation and public works,0
hr4901-115,hr,Crime and law enforcement,0
hr1817-115,hr,Crime and law enforcement,0
hr4559-115,hr,Transportation and public works,0
hr936-115,hr,Armed forces and national security,0
hr338-115,hr,Labor and employment,0
hr1219-115,hr,Finance and financial sector,0
hr6800-115,hr,Commerce,0
hr3788-115,hr,Energy,0
hr7328-115,hr,Health,0
hr2468-115,hr,Emergency management,0
hr5229-115,hr,Education,0
hr1689-115,hr,"Civil rights and liberties, minority issues",0
hr2830-115,hr,Energy,0
hr5827-115,hr,Water resources development,0
hr3311-115,hr,Health,0
hr6663-115,hr,Government operations and politics,0
hr567-115,hr,Government operations and politics,0
hr4134-115,hr,Public lands and natural resources,0
hr1446-115,hr,Immigration,0
hr4908-115,hr,Environmental protection,0
hr4306-115,hr,Public lands and natural resources,0
hr755-115,hr,Government operations and politics,0
hr1674-115,hr,Environmental protection,0
hr3123-115,hr,Armed forces and national security,0
hr6451-115,hr,International affairs,0
hr4762-115,hr,Government operations and politics,0
hr331-115,hr,Crime and law enforcement,0
hr1210-115,hr,Government operations and politics,0
hr6809-115,hr,Health,0
hr2495-115,hr,Commerce,0
hr3547-115,hr,International affairs,0
hr6035-115,hr,Finance and financial sector,0
hr3775-115,hr,Immigration,0
hr6207-115,hr,International affairs,0
hr103-115,hr,Armed forces and national security,0
hr4550-115,hr,Finance and financial sector,0
hr5482-115,hr,Armed forces and national security,0
hr1022-115,hr,Government operations and politics,0
hr4796-115,hr,Immigration,0
hr5644-115,hr,Armed forces and national security,0
hr2461-115,hr,Immigration,0
hr7113-115,hr,Crime and law enforcement,0
hr2653-115,hr,"Science, technology, communications",0
hr3781-115,hr,Armed forces and national security,0
hr7321-115,hr,International affairs,0
hr5476-115,hr,Crime and law enforcement,0
hr2237-115,hr,Social welfare,0
hr6697-115,hr,Crime and law enforcement,0
hr5012-115,hr,Taxation,0
hr593-115,hr,Government operations and politics,0
hr5220-115,hr,Taxation,0
hr1680-115,hr,Commerce,0
hr2005-115,hr,Taxation,0
hr2839-115,hr,Health,0
hr1821-115,hr,Taxation,0
hr900-115,hr,Government operations and politics,0
hr2698-115,hr,Armed forces and national security,0
hr6238-115,hr,Labor and employment,0
hr6836-115,hr,Health,0
hr3578-115,hr,Crime and law enforcement,0
hr3920-115,hr,Health,0
hr4339-115,hr,Agriculture and food,0
hr558-115,hr,Public lands and natural resources,0
hr1479-115,hr,Government operations and politics,0
hr4937-115,hr,,0
hr2806-115,hr,Water resources development,0
hr5811-115,hr,Health,0
hr2208-115,hr,Labor and employment,0
hr5449-115,hr,Agriculture and food,0
hr5227-115,hr,Finance and financial sector,0
hr1687-115,hr,Taxation,0
hr2002-115,hr,Energy,0
hr2230-115,hr,Congress,0
hr6690-115,hr,Health,0
hr5015-115,hr,Environmental protection,0
hr594-115,hr,Finance and financial sector,0
hr5829-115,hr,Armed forces and national security,0
hr2654-115,hr,Government operations and politics,0
hr3786-115,hr,Public lands and natural resources,0
hr7326-115,hr,Crime and law enforcement,0
hr5471-115,hr,Public lands and natural resources,0
hr4791-115,hr,Finance and financial sector,0
hr5643-115,hr,Energy,0
hr2466-115,hr,International affairs,0
hr7114-115,hr,Emergency management,0
hr3772-115,hr,Finance and financial sector,0
hr6200-115,hr,Transportation and public works,0
hr4557-115,hr,Housing and community development,0
hr104-115,hr,Armed forces and national security,0
hr1819-115,hr,Public lands and natural resources,0
hr5485-115,hr,Agriculture and food,0
hr938-115,hr,Health,0
hr1025-115,hr,Law,0
hr336-115,hr,Taxation,0
hr4765-115,hr,International affairs,0
hr1217-115,hr,Congress,0
hr2492-115,hr,Government operations and politics,0
hr3540-115,hr,Energy,0
hr6032-115,hr,"Science, technology, communications",0
hr752-115,hr,,0
hr4301-115,hr,Government operations and politics,1
hr1673-115,hr,Environmental protection,0
hr3124-115,hr,Health,0
hr3918-115,hr,Crime and law enforcement,0
hr6456-115,hr,Housing and community development,0
hr3316-115,hr,"Science, technology, communications",0
hr6664-115,hr,Emergency management,0
hr4133-115,hr,Health,0
hr560-115,hr,Public lands and natural resources,1
hr1441-115,hr,Economics and public finance,0
hr2459-115,hr,Crime and law enforcement,0
hr7319-115,hr,Government operations and politics,0
hr5816-115,hr,Government operations and politics,0
hr2801-115,hr,Transportation and public works,0
hr5218-115,hr,Transportation and public works,0
hr799-115,hr,Education,0
hr4930-115,hr,Emergency management,0
hr3329-115,hr,International affairs,0
hr3927-115,hr,Health,0
hr6469-115,hr,Finance and financial sector,0
hr6831-115,hr,Government operations and politics,0
hr309-115,hr,Health,0
hr5688-115,hr,Water resources development,0
hr1228-115,hr,Congress,1
hr4568-115,hr,Energy,0
hr1826-115,hr,Health,0
hr907-115,hr,Armed forces and national security,0
hr1886-115,hr,Crime and law enforcement,0
hr1288-115,hr,Education,0
hr5628-115,hr,Crime and law enforcement,0
hr7-115,hr,"Civil rights and liberties, minority issues",0
hr6891-115,hr,Government operations and politics,0
hr3987-115,hr,Crime and law enforcement,0
hr2855-115,hr,Social welfare,0
hr2069-115,hr,Housing and community development,0
hr3389-115,hr,Housing and community development,0
hr5842-115,hr,Social welfare,0
hr4990-115,hr,Families,0
hr1618-115,hr,Armed forces and national security,0
hr739-115,hr,Public lands and natural resources,0
hr3973-115,hr,Finance and financial sector,0
hr4964-115,hr,Health,0
hr4158-115,hr,Labor and employment,0
hr3719-115,hr,Economics and public finance,0
hr953-115,hr,Environmental protection,0
hr1872-115,hr,International affairs,1
hr6059-115,hr,Government operations and politics,0
hr6865-115,hr,Finance and financial sector,0
hr5041-115,hr,Crime and law enforcement,0
hr4193-115,hr,Water resources development,0
hr2264-115,hr,Commerce,0
hr3184-115,hr,Government operations and politics,0
hr2056-115,hr,Commerce,0
hr5273-115,hr,International affairs,0
hr6092-115,hr,Health,0
hr7140-115,hr,Government operations and politics,0
hr2432-115,hr,Law,0
hr396-115,hr,Government operations and politics,0
hr5617-115,hr,Immigration,0
hr998-115,hr,Government operations and politics,0
hr1085-115,hr,Public lands and natural resources,0
hr5425-115,hr,Health,0
hr7372-115,hr,,0
hr2600-115,hr,Public lands and natural resources,0
hr6066-115,hr,Armed forces and national security,0
hr3514-115,hr,Public lands and natural resources,0
hr1243-115,hr,Armed forces and national security,0
hr4731-115,hr,Public lands and natural resources,0
hr362-115,hr,Public lands and natural resources,0
hr1071-115,hr,Environmental protection,0
hr150-115,hr,Crime and law enforcement,0
hr4503-115,hr,Congress,0
hr6254-115,hr,"Science, technology, communications",0
hr7386-115,hr,,0
hr3726-115,hr,Health,0
hr5889-115,hr,Health,0
hr1415-115,hr,Health,0
hr534-115,hr,International affairs,1
hr4167-115,hr,Social welfare,0
hr6630-115,hr,Government operations and politics,0
hr3342-115,hr,International affairs,0
hr2290-115,hr,Health,0
hr6402-115,hr,Finance and financial sector,0
hr3170-115,hr,Commerce,0
hr1627-115,hr,Immigration,0
hr5287-115,hr,Finance and financial sector,0
hr4355-115,hr,Transportation and public works,0
hr706-115,hr,Health,0
hr4709-115,hr,Health,0
hr6862-115,hr,Congress,0
hr954-115,hr,Public lands and natural resources,1
hr1049-115,hr,Armed forces and national security,0
hr168-115,hr,Taxation,0
hr1875-115,hr,Taxation,0
hr6608-115,hr,Health,0
hr4963-115,hr,Crime and law enforcement,0
hr3974-115,hr,Government operations and politics,0
hr3148-115,hr,Transportation and public works,0
hr5845-115,hr,Congress,0
hr4997-115,hr,Labor and employment,0
hr5079-115,hr,Emergency management,0
hr4399-115,hr,Education,0
hr3980-115,hr,Crime and law enforcement,0
hr2852-115,hr,Taxation,0
hr7178-115,hr,,0
hr6896-115,hr,Crime and law enforcement,1
hr6298-115,hr,Education,0
hr2638-115,hr,Taxation,0
hr1881-115,hr,Social welfare,0
hr2899-115,hr,Crime and law enforcement,0
hr6405-115,hr,Government operations and politics,0
hr3177-115,hr,Armed forces and national security,0
hr1620-115,hr,Labor and employment,0
hr5280-115,hr,Government operations and politics,0
hr701-115,hr,Transportation and public works,0
hr4352-115,hr,Education,0
hr1412-115,hr,Immigration,0
hr4160-115,hr,Housing and community development,0
hr533-115,hr,Taxation,0
hr6637-115,hr,Armed forces and national security,0
hr3345-115,hr,Taxation,0
hr2297-115,hr,Taxation,0
hr1076-115,hr,Immigration,0
hr4504-115,hr,Congress,0
hr157-115,hr,International affairs,0
hr6253-115,hr,Government operations and politics,0
hr7381-115,hr,Crime and law enforcement,0
hr3721-115,hr,Foreign trade and international finance,0
hr6061-115,hr,Government operations and politics,0
hr3513-115,hr,Immigration,0
hr1244-115,hr,Finance and financial sector,0
hr365-115,hr,Taxation,0
hr4736-115,hr,Taxation,0
hr1082-115,hr,Health,0
hr5422-115,hr,Taxation,0
hr7375-115,hr,,0
hr2607-115,hr,Public lands and natural resources,0
hr6095-115,hr,Foreign trade and international finance,0
hr7147-115,hr,Agriculture and food,0
hr2435-115,hr,Crime and law enforcement,0
hr391-115,hr,Immigration,0
hr5610-115,hr,Energy,0
hr3183-115,hr,Government operations and politics,1
hr2051-115,hr,Health,0
hr5274-115,hr,Government operations and politics,0
hr5046-115,hr,"Arts, culture, religion",0
hr4194-115,hr,Armed forces and national security,0
hr2263-115,hr,Health,0
hr4955-115,hr,Health,0
hr5887-115,hr,Commerce,0
hr4169-115,hr,Health,0
hr2890-115,hr,Finance and financial sector,0
hr3942-115,hr,Housing and community development,0
hr1629-115,hr,Animals,0
hr708-115,hr,Health,0
hr5289-115,hr,Crime and law enforcement,0
hr6068-115,hr,Finance and financial sector,0
hr6854-115,hr,Taxation,0
hr962-115,hr,Environmental protection,0
hr1843-115,hr,Taxation,0
hr7388-115,hr,Finance and financial sector,0
hr3728-115,hr,Health,0
hr5619-115,hr,Emergency management,0
hr398-115,hr,Crime and law enforcement,0
hr996-115,hr,Labor and employment,0
hr5873-115,hr,Government operations and politics,0
hr2864-115,hr,Finance and financial sector,0
hr2058-115,hr,Taxation,0
hr6265-115,hr,Transportation and public works,0
hr3717-115,hr,Taxation,0
