bill_id,titles_text,enacted_as
sjres2-115,A joint resolution proposing an amendment to the Constitution of the United States relative to limiting the number of terms that a Member of Congress may serve.,0
sjres53-115,"A joint resolution honoring the life of William ""Billy"" F. Graham, Jr.",0
sjres54-115,A joint resolution to direct the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress.,0
sjres62-115,"A joint resolution formalizing congressional opposition to any withdrawal from the North Atlantic Treaty, requiring the advice and consent of the Senate to modify or terminate the North Atlantic Treaty, and authorizing litigation to advance the Senate's constitutional authority.",0
sjres65-115,A joint resolution relating to the disapproval of the proposed export to the Government of the Kingdom of Bahrain of certain defense articles and services.,0
sjres47-115,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by Bureau of Consumer Financial Protection relating to ""Arbitration Agreements"".",0
sjres40-115,A joint resolution to provide limitations on the transfer of air-to-ground munitions from the United States to Saudi Arabia.,0
sjres49-115,"A joint resolution condemning the violence and domestic terrorist attack that took place during events between August 11 and August 12, 2017, in Charlottesville, Virginia, recognizing the first responders who lost their lives while monitoring the events, offering deepest condolences to the families and friends of those individuals who were killed and deepest sympathies and support to those individuals who were injured by the violence, expressing support for the Charlottesville community, rejecting White nationalists, White supremacists, the Ku Klux Klan, neo-Nazis, and other hate groups, and urging the President and the President's Cabinet to use all available resources to address the threats posed by those groups.",1
sjres25-115,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to accountability and State plans under the Elementary and Secondary Education Act of 1965.",0
sjres22-115,"A joint resolution granting the consent and approval of Congress to the Commonwealth of Virginia, the State of Maryland, and the District of Columbia to enter into a compact relating to the establishment of the Washington Metrorail Safety Commission.",0
sjres14-115,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Social Security Administration relating to Implementation of the NICS Improvement Amendments Act of 2007.",0
sjres13-115,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule submitted by the Secretary of Health and Human Services relating to compliance with title X requirements by project recipients in selecting subrecipients.",0
sjres48-115,A joint resolution proposing an amendment to the Constitution of the United States relating to parental rights.,0
sjres41-115,An original joint resolution providing for an exception to the limitation on the appointment of certain persons as the United States Trade Representative.,0
sjres46-115,A joint resolution proposing an amendment to the Constitution of the United States authorizing the Congress to prohibit the physical desecration of the flag of the United States.,0
sjres12-115,"A joint resolution disapproving the rule submitted by the Department of Defense, the General Services Administration, and the National Aeronautics and Space Administration relating to the Federal Acquisition Regulation.",0
sjres15-115,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule submitted by the Director of the Bureau of Land Management relating to resource management planning.",0
sjres23-115,A joint resolution disapproving the rule submitted by the Department of Labor relating to drug testing of unemployment compensation applicants.,0
